id,updated,ship,imo,lat,long,sog,cog,hdg,depPort,etdSchedule,etd,atd,arrPort,etaSchedule,eta,ata
658958,19/12/2018 08:20,Finlandia,9214379,59.7388,24.6838,24.5,186,185,FIHEL,19/12/2018 07:00,19/12/2018 07:09,2018-12-19 07:09:13,EETLL,19/12/2018 09:15,,
665399,21/12/2018 14:25,Star,9364722,59.45,24.7791,9.5,28,28,EETLL,21/12/2018 14:30,21/12/2018 14:30,2018-12-21 14:21:10,FIHEL,21/12/2018 16:30,,
784672,26/01/2019 07:10,Star,9364722,59.5341,24.716,3.9,162,158,FIHEL,26/01/2019 05:30,26/01/2019 05:30,2019-01-26 05:26:12,EETLL,26/01/2019 07:30,,
224587,30/06/2018 14:13,Finlandia,9214379,59.4787,24.7607,20.0,158,157,FIHEL,30/06/2018 12:15,30/06/2018 12:15,2018-06-30 12:03:39,EETLL,30/06/2018 14:30,,
312750,05/08/2018 12:29,Megastar,9773064,60.1479,24.9147,0.7,18,207,EETLL,05/08/2018 10:30,05/08/2018 10:30,2018-08-05 10:18:52,FIHEL,05/08/2018 12:30,08/05/2018 12:28,08/05/2018 13:01
781898,25/01/2019 06:57,Megastar,9773064,60.0194,24.8989,22.9,4,4,EETLL,25/01/2019 05:30,25/01/2019 05:30,2019-01-25 05:18:11,FIHEL,25/01/2019 07:30,,
652820,16/12/2018 21:25,Megastar,9773064,59.7805,24.7542,21.9,201,198,FIHEL,16/12/2018 20:30,16/12/2018 20:30,2018-12-16 20:19:07,EETLL,16/12/2018 22:30,,
149821,01/06/2018 18:49,Finlandia,9214379,60.1453,24.9075,7.0,200,200,FIHEL,01/06/2018 18:40,01/06/2018 18:46,2018-06-01 18:46:57,EETLL,01/06/2018 20:50,06/01/2018 21:06,06/01/2018 21:11
452905,28/09/2018 19:30,Megastar,9773064,60.1115,24.9036,18.0,195,196,FIHEL,28/09/2018 19:30,28/09/2018 19:30,2018-09-28 19:21:18,EETLL,28/09/2018 21:30,,
538857,04/11/2018 15:15,Megastar,9773064,59.849,24.8319,21.7,193,195,FIHEL,04/11/2018 14:30,04/11/2018 14:30,2018-11-04 14:20:14,EETLL,04/11/2018 16:30,11/04/2018 16:28,11/04/2018 16:28
366752,27/08/2018 19:21,Star,9364722,59.4473,24.7742,2.4,0,77,EETLL,27/08/2018 19:30,27/08/2018 19:30,2018-08-27 19:19:10,FIHEL,27/08/2018 21:30,,
123371,22/05/2018 12:33,Finlandia,9214379,60.097,24.8975,19.2,190,188,FIHEL,22/05/2018 12:15,22/05/2018 12:18,2018-05-22 12:19:07,EETLL,22/05/2018 14:30,,
870582,27/02/2019 14:33,Star,9364722,59.4981,24.761,22.6,341,340,EETLL,27/02/2019 14:30,27/02/2019 14:30,2019-02-27 14:21:11,FIHEL,27/02/2019 16:30,,
142968,30/05/2018 07:44,Star,9364722,59.5229,24.7415,24.6,341,339,EETLL,30/05/2018 07:30,30/05/2018 07:30,2018-05-30 07:29:14,FIHEL,30/05/2018 09:30,,
408086,12/09/2018 08:22,Megastar,9773064,59.7872,24.8187,23.7,189,191,FIHEL,12/09/2018 07:30,12/09/2018 07:30,2018-09-12 07:22:10,EETLL,12/09/2018 09:30,09/12/2018 09:28,09/12/2018 09:35
319454,08/08/2018 13:53,Finlandia,9214379,59.6048,24.664,21.5,166,164,FIHEL,08/08/2018 12:15,08/08/2018 12:30,2018-08-08 12:13:17,EETLL,08/08/2018 14:30,08/08/2018 14:27,08/08/2018 14:34
77656,04/05/2018 07:58,Finlandia,9214379,59.4928,24.7493,19.8,154,154,FIHEL,04/05/2018 06:00,04/05/2018 06:04,2018-05-04 06:04:17,EETLL,04/05/2018 08:15,05/04/2018 08:12,05/04/2018 08:17
812287,05/02/2019 12:17,Europa,8919805,59.8165,24.8219,15.8,16,13,EETLL,05/02/2019 10:30,05/02/2019 10:38,2019-02-05 10:38:20,FIHEL,05/02/2019 14:00,02/05/2019 13:52,02/05/2019 13:55
242743,07/07/2018 12:07,Megastar,9773064,60.0691,24.8969,22.5,1,1,EETLL,07/07/2018 10:30,07/07/2018 10:30,2018-07-07 10:19:02,FIHEL,07/07/2018 12:30,07/07/2018 12:27,07/07/2018 12:26
820181,08/02/2019 12:41,Star,9364722,59.6829,24.6884,24.3,191,192,FIHEL,08/02/2019 11:30,08/02/2019 11:30,2019-02-08 11:22:15,EETLL,08/02/2019 13:30,02/08/2019 13:26,02/08/2019 13:33
628447,07/12/2018 21:27,Megastar,9773064,59.7718,24.7924,21.9,193,192,FIHEL,07/12/2018 20:30,07/12/2018 20:30,2018-12-07 20:20:10,EETLL,07/12/2018 22:30,12/07/2018 22:28,12/07/2018 22:24
704374,16/01/2019 08:42,Megastar,9773064,60.0866,24.899,21.2,184,186,FIHEL,16/01/2019 08:30,16/01/2019 08:30,2019-01-16 08:28:10,EETLL,16/01/2019 10:30,,
903518,11/03/2019 19:15,Europa,8919805,59.5467,24.7088,14.7,159,159,FIHEL,11/03/2019 16:30,11/03/2019 16:33,2019-03-11 16:33:26,EETLL,11/03/2019 20:00,03/11/2019 19:47,03/11/2019 19:58
481485,09/10/2018 14:38,Star,9364722,59.9027,24.8645,22.0,13,9,EETLL,09/10/2018 13:30,09/10/2018 13:30,2018-10-09 13:19:12,FIHEL,09/10/2018 15:30,10/09/2018 15:25,10/09/2018 15:27
425227,18/09/2018 14:33,Star,9364722,59.8494,24.8394,20.8,10,6,EETLL,18/09/2018 13:30,18/09/2018 13:30,2018-09-18 13:19:17,FIHEL,18/09/2018 15:30,,
757609,11/01/2019 09:00,Megastar,9773064,59.9585,24.8872,23.6,192,195,FIHEL,11/01/2019 08:30,11/01/2019 08:30,2019-01-11 08:27:09,EETLL,11/01/2019 10:30,01/11/2019 10:31,01/11/2019 10:33
96378,11/05/2018 16:52,Finlandia,9214379,59.8802,24.856,22.0,16,16,EETLL,11/05/2018 15:30,11/05/2018 15:30,2018-05-11 15:26:07,FIHEL,11/05/2018 18:00,05/11/2018 17:45,05/11/2018 17:50
627209,07/12/2018 13:32,Europa,8919805,60.1227,24.9054,15.0,0,359,EETLL,07/12/2018 10:30,07/12/2018 10:37,2018-12-07 10:37:02,FIHEL,07/12/2018 14:00,12/07/2018 13:54,12/07/2018 14:57
385869,03/09/2018 20:03,Megastar,9773064,59.9003,24.8558,21.9,194,193,FIHEL,03/09/2018 19:30,03/09/2018 19:30,2018-09-03 19:17:10,EETLL,03/09/2018 21:30,09/03/2018 21:28,09/03/2018 21:35
462148,02/10/2018 10:37,Star,9364722,60.0643,24.895,22.2,181,180,FIHEL,02/10/2018 10:30,02/10/2018 10:30,2018-10-02 10:20:09,EETLL,02/10/2018 12:30,10/02/2018 12:30,10/02/2018 12:26
403436,10/09/2018 12:58,Finlandia,9214379,59.8702,24.812,21.0,203,200,FIHEL,10/09/2018 12:15,10/09/2018 12:15,2018-09-10 12:04:10,EETLL,10/09/2018 14:30,09/10/2018 14:20,09/10/2018 14:30
141830,29/05/2018 17:23,Megastar,9773064,59.7962,24.8116,24.8,13,12,EETLL,29/05/2018 16:30,29/05/2018 16:30,2018-05-29 16:21:25,FIHEL,29/05/2018 18:30,,
283889,23/07/2018 05:09,Megastar,9773064,59.7098,24.7646,23.0,14,15,EETLL,23/07/2018 04:30,23/07/2018 04:30,2018-07-23 04:20:48,FIHEL,23/07/2018 06:30,,
732759,26/01/2019 15:35,Megastar,9773064,59.6976,24.7607,22.7,211,211,FIHEL,26/01/2019 14:30,26/01/2019 14:30,2019-01-26 14:20:14,EETLL,26/01/2019 16:30,,
363635,26/08/2018 17:05,Finlandia,9214379,59.9255,24.8827,19.3,7,5,EETLL,26/08/2018 15:30,26/08/2018 15:30,2018-08-26 15:24:24,FIHEL,26/08/2018 18:00,,
768893,19/01/2019 13:18,Megastar,9773064,60.1271,24.9051,16.6,2,359,EETLL,19/01/2019 11:30,19/01/2019 11:30,2019-01-19 11:18:11,FIHEL,19/01/2019 13:30,,
43741,21/04/2018 12:11,Star,9364722,59.5069,24.7396,22.2,162,163,FIHEL,21/04/2018 10:30,21/04/2018 10:30,2018-04-21 10:20:15,EETLL,21/04/2018 12:30,,
498076,15/10/2018 18:43,Finlandia,9214379,60.1488,24.9108,2.3,232,213,FIHEL,15/10/2018 18:40,15/10/2018 18:43,2018-10-15 18:43:05,EETLL,15/10/2018 20:50,,
841180,16/02/2019 11:31,Star,9364722,60.1016,24.9005,18.9,188,191,FIHEL,16/02/2019 11:30,16/02/2019 11:30,2019-02-16 11:20:07,EETLL,16/02/2019 13:30,,
13688,10/04/2018 10:21,Megastar,9773064,59.4487,24.7759,7.2,33,222,EETLL,10/04/2018 10:30,10/04/2018 10:30,2018-04-10 10:20:18,FIHEL,10/04/2018 12:30,04/10/2018 12:31,04/10/2018 12:57
145403,31/05/2018 06:21,Star,9364722,59.4551,24.7791,15.3,174,173,FIHEL,31/05/2018 04:30,31/05/2018 04:30,2018-05-31 04:22:38,EETLL,31/05/2018 06:30,,
97228,12/05/2018 04:39,Megastar,9773064,59.5247,24.741,24.4,341,341,EETLL,12/05/2018 04:30,12/05/2018 04:30,2018-05-12 04:21:22,FIHEL,12/05/2018 06:30,05/12/2018 06:32,05/12/2018 06:34
511966,24/10/2018 10:22,Finlandia,9214379,59.8597,24.8528,25.4,13,11,EETLL,24/10/2018 09:00,24/10/2018 09:08,2018-10-24 09:08:29,FIHEL,24/10/2018 11:15,,
56992,26/04/2018 11:08,Star,9364722,59.898,24.8458,22.9,209,208,FIHEL,26/04/2018 10:30,26/04/2018 10:30,2018-04-26 10:24:16,EETLL,26/04/2018 12:30,,
499079,16/10/2018 08:10,Megastar,9773064,59.8823,24.8335,23.2,200,202,FIHEL,16/10/2018 07:30,16/10/2018 07:30,2018-10-16 07:22:23,EETLL,16/10/2018 09:30,,
130357,25/05/2018 08:06,Megastar,9773064,59.9096,24.8583,24.5,202,202,FIHEL,25/05/2018 07:30,25/05/2018 07:30,2018-05-25 07:21:41,EETLL,25/05/2018 09:30,,
433912,21/09/2018 17:56,Europa,8919805,59.6271,24.6644,16.0,184,181,FIHEL,21/09/2018 15:30,21/09/2018 15:35,2018-09-21 15:35:09,EETLL,21/09/2018 19:00,,
643944,13/12/2018 16:52,Finlandia,9214379,59.5228,24.7445,21.2,340,339,EETLL,13/12/2018 16:30,13/12/2018 16:30,2018-12-13 16:28:13,FIHEL,13/12/2018 19:00,,
758821,12/01/2019 09:51,Megastar,9773064,59.6127,24.6673,24.1,191,192,FIHEL,12/01/2019 08:30,12/01/2019 08:30,2019-01-12 08:23:10,EETLL,12/01/2019 10:30,01/12/2019 10:25,01/12/2019 10:27
233080,03/07/2018 16:52,Finlandia,9214379,59.8612,24.8518,21.2,15,14,EETLL,03/07/2018 15:30,03/07/2018 15:30,2018-07-03 15:28:51,FIHEL,03/07/2018 18:00,07/03/2018 17:48,07/03/2018 17:45
98883,12/05/2018 16:33,Finlandia,9214379,59.759,24.7962,21.3,14,15,EETLL,12/05/2018 15:30,12/05/2018 15:30,2018-05-12 15:23:14,FIHEL,12/05/2018 18:00,05/12/2018 17:47,05/12/2018 17:54
324228,11/08/2018 09:09,Megastar,9773064,59.4986,24.7445,24.2,158,161,FIHEL,11/08/2018 07:30,11/08/2018 07:54,2018-08-11 07:22:07,EETLL,11/08/2018 09:30,08/11/2018 09:23,08/11/2018 09:26
514875,25/10/2018 11:36,Megastar,9773064,59.8565,24.8403,23.5,13,12,EETLL,25/10/2018 10:30,25/10/2018 10:30,2018-10-25 10:23:01,FIHEL,25/10/2018 12:30,,
88480,08/05/2018 14:38,Star,9364722,59.8969,24.8601,22.4,18,14,EETLL,08/05/2018 13:30,08/05/2018 13:30,2018-05-08 13:20:51,FIHEL,08/05/2018 15:30,05/08/2018 15:26,05/08/2018 15:25
900663,10/03/2019 18:52,Europa,8919805,59.6365,24.6575,13.2,181,184,FIHEL,10/03/2019 16:30,10/03/2019 16:31,2019-03-10 16:32:08,EETLL,10/03/2019 20:00,03/10/2019 19:45,03/10/2019 19:44
519190,27/10/2018 03:42,Finlandia,9214379,59.6957,24.7602,22.6,23,24,EETLL,27/10/2018 03:00,27/10/2018 03:00,2018-10-27 02:52:10,FIHEL,27/10/2018 05:15,,
628743,08/12/2018 05:40,Megastar,9773064,59.5409,24.7276,23.0,340,340,EETLL,08/12/2018 05:30,08/12/2018 05:30,2018-12-08 05:20:08,FIHEL,08/12/2018 07:30,12/08/2018 07:28,12/08/2018 07:24
26519,15/04/2018 07:45,Megastar,9773064,60.0092,24.9003,24.3,183,182,FIHEL,15/04/2018 07:30,15/04/2018 07:30,2018-04-15 07:20:12,EETLL,15/04/2018 09:30,,
772925,21/01/2019 16:41,Europa,8919805,60.1459,24.9126,6.2,227,228,FIHEL,21/01/2019 16:30,21/01/2019 16:34,2019-01-21 16:34:17,EETLL,21/01/2019 20:00,,
203788,22/06/2018 12:05,Star,9364722,59.5374,24.7147,21.6,164,163,FIHEL,22/06/2018 10:30,22/06/2018 10:30,2018-06-22 10:19:59,EETLL,22/06/2018 12:30,,
147474,01/06/2018 02:47,Finlandia,9214379,59.4457,24.766,3.0,67,242,EETLL,01/06/2018 03:00,01/06/2018 03:00,,FIHEL,01/06/2018 05:15,06/01/2018 05:15,06/01/2018 05:51
874184,28/02/2019 19:30,Europa,8919805,59.4851,24.7586,15.3,153,151,FIHEL,28/02/2019 16:30,28/02/2019 16:33,2019-02-28 16:33:03,EETLL,28/02/2019 20:00,,
824288,09/02/2019 22:08,Megastar,9773064,59.5253,24.7244,21.9,159,162,FIHEL,09/02/2019 20:30,09/02/2019 20:30,2019-02-09 20:17:10,EETLL,09/02/2019 22:30,02/09/2019 22:27,02/09/2019 22:25
136573,27/05/2018 16:51,Star,9364722,59.9815,24.8933,22.0,196,194,FIHEL,27/05/2018 16:30,27/05/2018 16:30,2018-05-27 16:19:36,EETLL,27/05/2018 18:30,,
461540,02/10/2018 06:05,Megastar,9773064,60.0426,24.8986,22.2,353,352,EETLL,02/10/2018 04:30,02/10/2018 04:30,2018-10-02 04:18:10,FIHEL,02/10/2018 06:30,10/02/2018 06:29,10/02/2018 06:30
902130,11/03/2019 11:24,Europa,8919805,59.607,24.688,15.4,5,1,EETLL,11/03/2019 10:30,11/03/2019 10:36,2019-03-11 10:36:15,FIHEL,11/03/2019 14:00,03/11/2019 13:50,03/11/2019 13:47
730826,25/01/2019 20:53,Megastar,9773064,59.9676,24.8888,22.5,195,194,FIHEL,25/01/2019 20:30,25/01/2019 20:30,2019-01-25 20:20:10,EETLL,25/01/2019 22:30,,
728511,25/01/2019 05:47,Finlandia,9214379,60.0808,24.8928,20.0,0,0,EETLL,25/01/2019 04:00,25/01/2019 04:00,2019-01-25 03:52:12,FIHEL,25/01/2019 06:15,,
845541,18/02/2019 04:28,Finlandia,9214379,59.6158,24.6862,23.0,8,7,EETLL,18/02/2019 04:00,18/02/2019 04:00,2019-02-18 03:52:08,FIHEL,18/02/2019 06:15,,
783892,25/01/2019 19:27,Europa,8919805,59.4955,24.7483,14.9,158,157,FIHEL,25/01/2019 16:30,25/01/2019 16:31,2019-01-25 16:31:14,EETLL,25/01/2019 20:00,,
513969,25/10/2018 05:18,Megastar,9773064,59.7674,24.7923,22.7,14,13,EETLL,25/10/2018 04:30,25/10/2018 04:30,2018-10-25 04:19:06,FIHEL,25/10/2018 06:30,,
455744,29/09/2018 20:37,Megastar,9773064,59.6917,24.753,22.4,211,213,FIHEL,29/09/2018 19:30,29/09/2018 19:30,2018-09-29 19:17:54,EETLL,29/09/2018 21:30,,
889114,06/03/2019 14:33,Star,9364722,59.488,24.767,22.1,344,342,EETLL,06/03/2019 14:30,06/03/2019 14:30,2019-03-06 14:21:09,FIHEL,06/03/2019 16:30,03/06/2019 16:34,03/06/2019 16:29
10689,09/04/2018 08:27,Megastar,9773064,59.7686,24.7415,22.3,202,202,FIHEL,09/04/2018 07:30,09/04/2018 07:30,2018-04-09 07:19:14,EETLL,09/04/2018 09:30,04/09/2018 09:29,04/09/2018 09:34
702388,15/01/2019 11:54,Megastar,9773064,59.5906,24.6926,25.0,346,346,EETLL,15/01/2019 11:30,15/01/2019 11:30,2019-01-15 11:26:13,FIHEL,15/01/2019 13:30,,
418925,16/09/2018 09:29,Finlandia,9214379,59.5362,24.7338,25.1,340,336,EETLL,16/09/2018 09:00,16/09/2018 09:06,2018-09-16 09:05:35,FIHEL,16/09/2018 11:15,,
779095,24/01/2019 06:23,Megastar,9773064,59.7996,24.8243,22.4,11,13,EETLL,24/01/2019 05:30,24/01/2019 05:30,2019-01-24 05:18:11,FIHEL,24/01/2019 07:30,,
881829,03/03/2019 17:37,Megastar,9773064,59.5267,24.7374,22.2,340,341,EETLL,03/03/2019 17:30,03/03/2019 17:30,2019-03-03 17:17:20,FIHEL,03/03/2019 19:30,03/03/2019 19:28,03/03/2019 19:32
270783,17/07/2018 21:30,Megastar,9773064,59.7556,24.724,22.4,192,191,FIHEL,17/07/2018 20:30,17/07/2018 20:30,2018-07-17 20:18:42,EETLL,17/07/2018 22:30,,
742000,30/01/2019 05:34,Megastar,9773064,59.496,24.7591,22.5,345,344,EETLL,30/01/2019 05:30,30/01/2019 05:30,2019-01-30 05:20:08,FIHEL,30/01/2019 07:30,,
653232,17/12/2018 06:14,Megastar,9773064,59.758,24.7331,23.1,22,22,EETLL,17/12/2018 05:30,17/12/2018 05:30,2018-12-16 22:47:20,FIHEL,17/12/2018 07:30,,
265739,16/07/2018 04:45,Finlandia,9214379,60.0822,24.8958,16.7,0,359,EETLL,16/07/2018 03:00,16/07/2018 03:00,2018-07-16 02:57:22,FIHEL,16/07/2018 05:15,,
720518,22/01/2019 07:25,Megastar,9773064,60.1449,24.9133,0.6,329,191,EETLL,22/01/2019 05:30,22/01/2019 05:30,2019-01-22 05:26:14,FIHEL,22/01/2019 07:30,,
832899,13/02/2019 11:25,Star,9364722,60.1304,24.9051,15.7,182,182,FIHEL,13/02/2019 11:30,13/02/2019 11:30,2019-02-13 11:20:26,EETLL,13/02/2019 13:30,,
123798,22/05/2018 15:57,Europa,8919805,60.0987,24.8973,13.7,196,194,FIHEL,22/05/2018 15:30,22/05/2018 15:30,2018-05-22 15:29:51,EETLL,22/05/2018 19:00,,
810958,04/02/2019 20:33,Finlandia,9214379,59.848,24.8458,24.1,192,193,FIHEL,04/02/2019 19:40,04/02/2019 19:40,2019-02-04 19:38:11,EETLL,04/02/2019 21:50,02/04/2019 21:47,02/04/2019 21:54
417708,15/09/2018 17:16,Star,9364722,59.8454,24.8358,22.3,189,188,FIHEL,15/09/2018 16:30,15/09/2018 16:30,2018-09-15 15:37:08,EETLL,15/09/2018 18:30,,
81575,05/05/2018 17:06,Star,9364722,59.8846,24.8476,21.9,198,196,FIHEL,05/05/2018 16:30,05/05/2018 16:30,2018-05-05 16:19:59,EETLL,05/05/2018 18:30,05/05/2018 18:28,05/05/2018 18:35
643828,13/12/2018 15:52,Megastar,9773064,59.6101,24.6654,22.3,185,184,FIHEL,13/12/2018 14:30,13/12/2018 14:30,2018-12-13 14:18:12,EETLL,13/12/2018 16:30,,
104836,15/05/2018 06:38,Finlandia,9214379,59.9493,24.881,21.4,191,190,FIHEL,15/05/2018 06:00,15/05/2018 06:00,2018-05-15 06:00:53,EETLL,15/05/2018 08:15,,
806877,03/02/2019 12:35,Europa,8919805,59.892,24.8589,16.3,14,15,EETLL,03/02/2019 10:30,03/02/2019 10:40,2019-02-03 10:40:10,FIHEL,03/02/2019 14:00,02/03/2019 13:52,02/03/2019 13:58
615231,03/12/2018 07:31,Megastar,9773064,60.1476,24.9151,1.5,343,208,EETLL,03/12/2018 05:30,03/12/2018 05:30,2018-12-03 05:21:09,FIHEL,03/12/2018 07:30,12/03/2018 07:31,12/03/2018 07:57
458130,30/09/2018 19:14,Finlandia,9214379,59.9298,24.8728,23.5,192,194,FIHEL,30/09/2018 18:40,30/09/2018 18:40,2018-09-30 18:33:22,EETLL,30/09/2018 20:50,,
155176,03/06/2018 21:08,Star,9364722,60.0533,24.8952,21.8,1,358,EETLL,03/06/2018 19:30,03/06/2018 19:30,2018-06-03 19:25:14,FIHEL,03/06/2018 21:30,06/03/2018 21:30,06/03/2018 22:33
422443,17/09/2018 14:11,Star,9364722,59.7126,24.7826,21.6,28,24,EETLL,17/09/2018 13:30,17/09/2018 13:30,2018-09-17 13:22:01,FIHEL,17/09/2018 15:30,,
212854,26/06/2018 03:16,Finlandia,9214379,59.5072,24.754,23.3,340,338,EETLL,26/06/2018 03:00,26/06/2018 03:00,2018-06-26 02:58:17,FIHEL,26/06/2018 05:15,,
898743,10/03/2019 06:56,Star,9364722,59.5909,24.6732,22.1,159,159,FIHEL,10/03/2019 05:30,10/03/2019 05:30,2019-03-10 05:18:08,EETLL,10/03/2019 07:30,03/10/2019 07:26,03/10/2019 07:23
316699,07/08/2018 04:06,Finlandia,9214379,59.8308,24.8367,25.2,12,10,EETLL,07/08/2018 03:00,07/08/2018 03:00,2018-08-07 02:55:41,FIHEL,07/08/2018 05:15,08/07/2018 05:08,08/07/2018 05:05
437247,23/09/2018 05:57,Megastar,9773064,60.0137,24.8981,22.0,5,3,EETLL,23/09/2018 04:30,23/09/2018 04:30,2018-09-23 04:17:45,FIHEL,23/09/2018 06:30,,
147346,31/05/2018 20:02,Star,9364722,59.6504,24.7234,21.7,29,25,EETLL,31/05/2018 19:30,31/05/2018 19:30,2018-05-31 19:24:39,FIHEL,31/05/2018 21:30,,
99123,12/05/2018 17:36,Finlandia,9214379,60.1158,24.9055,15.9,1,0,EETLL,12/05/2018 15:30,12/05/2018 15:30,2018-05-12 15:23:14,FIHEL,12/05/2018 18:00,05/12/2018 17:47,05/12/2018 17:49
65501,29/04/2018 15:12,Megastar,9773064,59.4683,24.7686,15.6,160,159,FIHEL,29/04/2018 13:30,29/04/2018 13:30,2018-04-29 13:20:01,EETLL,29/04/2018 15:30,,
709657,18/01/2019 04:41,Finlandia,9214379,59.6767,24.7483,23.2,27,24,EETLL,18/01/2019 04:00,18/01/2019 04:00,2019-01-18 00:18:59,FIHEL,18/01/2019 06:15,,
268767,17/07/2018 07:42,Star,9364722,59.4975,24.7621,21.1,343,341,EETLL,17/07/2018 07:30,17/07/2018 07:30,2018-07-17 07:29:52,FIHEL,17/07/2018 09:30,,
157262,04/06/2018 17:28,Star,9364722,59.7526,24.7832,21.2,192,190,FIHEL,04/06/2018 16:30,04/06/2018 16:30,2018-06-04 16:21:17,EETLL,04/06/2018 18:30,06/04/2018 18:28,06/04/2018 18:35
658618,19/12/2018 05:34,Finlandia,9214379,60.0077,24.9152,22.7,15,13,EETLL,19/12/2018 04:00,19/12/2018 04:00,2018-12-19 03:54:16,FIHEL,19/12/2018 06:15,,
647182,14/12/2018 19:06,Star,9364722,59.5526,24.7031,22.5,158,157,FIHEL,14/12/2018 17:30,14/12/2018 17:30,2018-12-14 17:22:20,EETLL,14/12/2018 19:30,,
566983,15/11/2018 12:33,Megastar,9773064,59.8542,24.8305,21.5,12,12,EETLL,15/11/2018 11:30,15/11/2018 11:30,2018-11-15 11:17:01,FIHEL,15/11/2018 13:30,,
212183,25/06/2018 17:02,Finlandia,9214379,59.9237,24.8735,20.0,13,12,EETLL,25/06/2018 15:30,25/06/2018 15:37,2018-06-25 15:36:37,FIHEL,25/06/2018 18:00,,
263218,15/07/2018 06:01,Megastar,9773064,60.0399,24.8997,23.0,352,351,EETLL,15/07/2018 04:30,15/07/2018 04:30,2018-07-15 04:19:14,FIHEL,15/07/2018 06:30,,
653024,17/12/2018 04:33,Finlandia,9214379,59.6303,24.7052,23.7,29,27,EETLL,17/12/2018 04:00,17/12/2018 04:00,2018-12-17 03:53:08,FIHEL,17/12/2018 06:15,,
246054,08/07/2018 17:57,Finlandia,9214379,60.1485,24.911,1.9,36,208,EETLL,08/07/2018 15:30,08/07/2018 15:30,2018-07-08 15:27:36,FIHEL,08/07/2018 18:00,07/08/2018 17:57,07/08/2018 18:35
234062,04/07/2018 05:37,Megastar,9773064,59.8756,24.824,22.9,24,25,EETLL,04/07/2018 04:30,04/07/2018 04:30,2018-07-04 04:21:27,FIHEL,04/07/2018 06:30,07/04/2018 06:29,07/04/2018 06:29
771923,21/01/2019 07:07,Megastar,9773064,60.0762,24.8972,23.4,1,1,EETLL,21/01/2019 05:30,21/01/2019 05:30,2019-01-21 05:23:14,FIHEL,21/01/2019 07:30,,
130504,25/05/2018 09:20,Finlandia,9214379,59.5025,24.7562,22.7,339,338,EETLL,25/05/2018 09:00,25/05/2018 09:00,2018-05-25 09:02:41,FIHEL,25/05/2018 11:15,,
580083,20/11/2018 08:49,Megastar,9773064,59.9982,24.8961,22.3,185,186,FIHEL,20/11/2018 08:30,20/11/2018 08:30,2018-11-20 08:20:11,EETLL,20/11/2018 10:30,,
898855,10/03/2019 07:44,Finlandia,9214379,59.8655,24.845,21.6,194,193,FIHEL,10/03/2019 07:00,10/03/2019 07:00,2019-03-10 06:50:08,EETLL,10/03/2019 09:15,03/10/2019 09:00,03/10/2019 09:01
654365,17/12/2018 13:33,Europa,8919805,60.1255,24.9054,14.6,1,359,EETLL,17/12/2018 10:30,17/12/2018 10:37,2018-12-17 10:37:22,FIHEL,17/12/2018 14:00,,
413322,14/09/2018 06:45,Finlandia,9214379,59.8998,24.8613,23.4,195,194,FIHEL,14/09/2018 06:00,14/09/2018 06:01,2018-09-14 06:01:06,EETLL,14/09/2018 08:15,,
681430,05/01/2019 05:56,Megastar,9773064,59.6381,24.7071,21.5,23,25,EETLL,05/01/2019 05:30,05/01/2019 05:30,2019-01-05 05:17:04,FIHEL,05/01/2019 07:30,01/05/2019 07:28,01/05/2019 07:23
288656,24/07/2018 12:19,Finlandia,9214379,60.1185,24.903,13.4,181,179,FIHEL,24/07/2018 12:15,24/07/2018 12:15,2018-07-24 12:09:46,EETLL,24/07/2018 14:30,,
432256,21/09/2018 07:50,Megastar,9773064,59.9818,24.8914,22.0,191,191,FIHEL,21/09/2018 07:30,21/09/2018 07:30,2018-09-21 07:19:09,EETLL,21/09/2018 09:30,,
362088,26/08/2018 07:25,Megastar,9773064,60.1319,24.9049,15.2,178,178,FIHEL,26/08/2018 07:30,26/08/2018 07:30,2018-08-26 07:20:11,EETLL,26/08/2018 09:30,,
105291,15/05/2018 10:27,Star,9364722,60.1215,24.905,16.1,183,181,FIHEL,15/05/2018 10:30,15/05/2018 10:30,2018-05-15 10:20:43,EETLL,15/05/2018 12:30,,
136728,27/05/2018 17:31,Star,9364722,59.736,24.7156,22.2,205,203,FIHEL,27/05/2018 16:30,27/05/2018 16:30,2018-05-27 16:19:36,EETLL,27/05/2018 18:30,,
890108,06/03/2019 20:46,Star,9364722,59.5796,24.7001,23.2,339,337,EETLL,06/03/2019 20:30,06/03/2019 20:30,2019-03-06 20:20:11,FIHEL,06/03/2019 22:30,03/06/2019 22:31,03/06/2019 22:30
498580,16/10/2018 04:29,Star,9364722,60.1167,24.9049,16.2,182,182,FIHEL,16/10/2018 04:30,16/10/2018 04:30,2018-10-16 04:21:12,EETLL,16/10/2018 06:30,,
835172,14/02/2019 08:05,Finlandia,9214379,59.7847,24.8038,23.4,194,192,FIHEL,14/02/2019 07:00,14/02/2019 07:01,2019-02-14 07:01:04,EETLL,14/02/2019 09:15,,
197260,19/06/2018 20:37,Megastar,9773064,60.0695,24.8972,21.1,182,183,FIHEL,19/06/2018 20:30,19/06/2018 20:30,2018-06-19 20:19:13,EETLL,19/06/2018 22:30,,
240929,06/07/2018 17:27,Finlandia,9214379,60.1168,24.9818,16.1,6,4,EETLL,06/07/2018 15:30,06/07/2018 15:30,2018-07-06 15:21:58,FIHEL,06/07/2018 18:00,07/06/2018 17:38,07/06/2018 17:41
